,word,slice_1800,slice_1840,slice_1880,slice_1920,slice_1960,slice_2000
701,evaporate,60,195,250,267,507,209
702,dingy,71,513,550,514,305,84
703,faulty,49,144,249,368,399,98
704,ride,2476,8820,13867,15238,13422,4912
705,perfectly,1885,6507,7721,5673,4151,1391
706,respectful,324,895,736,506,500,156
707,reside,1019,1912,1038,532,654,286
708,foremost,298,1002,1169,721,672,174
709,yeast,39,110,177,488,347,143
710,shave,142,407,720,1468,1638,585
711,comforter,103,276,168,76,129,87
712,enchantment,175,361,353,259,200,55
713,falsehood,552,1307,584,271,190,36
714,heiress,145,522,500,225,220,75
715,bearer,362,819,735,685,480,126
716,apprehensive,157,283,240,365,353,58
717,intrepid,136,265,177,164,220,61
718,sultry,124,298,224,197,142,82
719,burrow,42,255,346,446,505,177
720,inoculate,35,46,132,142,104,30
721,coal,374,2566,4853,7466,3531,859
722,chemical,110,922,1621,3376,4669,1405
723,hop,139,576,1031,1556,1797,996
724,befall,235,674,659,308,235,58
725,acceptance,190,776,1440,2299,1910,411
726,edifice,482,1266,575,297,236,56
727,sapling,65,217,234,252,193,54
728,sole,761,2280,2057,1869,1523,514
729,topography,26,101,153,146,131,54
730,learner,102,144,116,100,333,161
731,paraphrase,30,83,130,186,215,52
732,bluff,143,688,1581,1527,1067,315
733,assassin,324,627,457,376,645,235
734,whine,86,312,607,1065,1183,400
735,guise,182,382,521,376,391,90
736,statesman,742,2511,2321,1977,688,90
737,apology,571,1106,1196,1024,1087,395
738,commercial,1122,2405,3992,5026,5957,1507
739,educate,810,2761,3093,2268,2588,795
740,disrespect,81,170,188,123,194,110
741,distinctive,121,466,638,645,980,332
742,animal,2526,9454,12025,12084,13798,3952
743,helper,27,251,498,551,547,194
744,conclusion,1589,4971,5645,5442,4095,873
745,entangle,137,340,338,245,183,52
746,reverse,664,1710,1697,2716,3069,790
747,lofty,1399,3162,2152,768,429,126
748,prompt,1017,2424,2414,1841,2185,707
749,precede,1546,3421,2881,2945,1723,305
750,devilish,138,336,296,198,125,44
751,passion,4190,8532,6429,3485,3562,1218
752,schoolmaster,164,508,471,332,123,39
753,sufficient,3311,7184,6116,5086,2824,515
754,incorporate,278,599,536,894,1301,533
755,checker,39,168,242,405,409,165
756,orange,315,1715,1686,2934,4792,1884
757,trivial,226,593,849,792,670,144
758,unhealthy,61,236,176,255,263,115
759,biblical,62,237,293,376,854,279
760,ice,774,4082,6254,6921,8399,3381
761,misery,1491,2778,2494,1659,1344,379
762,camp,1477,6029,10739,10569,8874,2869
763,tumble,360,1378,1813,1633,1635,644
764,aghast,73,294,449,396,274,48
765,certainly,3580,11618,14567,13293,11471,2787
766,unusual,596,2249,3234,3260,3732,999
767,adopt,3130,7001,6587,6058,4567,1120
768,dining,144,1044,2541,3804,3032,1122
769,ply,222,680,605,611,522,87
770,vehicle,259,871,1146,2052,4630,1922
771,vestibule,48,193,339,308,210,88
772,bawl,78,128,251,665,294,65
773,precipitate,270,614,660,901,487,77
774,scared,36,235,662,1449,1946,634
775,indescribable,126,529,405,206,98,29
776,enormous,535,2256,3196,3782,4351,1236
777,pledge,1128,2459,2389,2952,2250,421
778,composer,78,170,888,1568,1356,154
779,net,293,1195,2812,5033,4108,1231
780,panic,210,1112,1664,2221,2638,1030
781,chip,76,432,834,1334,2829,1392
782,abound,547,1328,895,389,459,159
783,seek,5183,14948,15144,14330,14440,3435
784,magnitude,406,1020,730,804,1192,491
785,dispense,375,987,675,544,668,158
786,reality,1147,3466,3776,4628,6839,2096
787,submission,419,1056,750,576,458,165
788,competent,409,1370,1542,1444,912,187
789,proper,3643,8746,7851,6674,5501,1224
790,stirrup,123,230,305,321,207,48
791,counterpart,64,309,335,555,1224,345
792,diligent,201,458,273,176,174,73
793,confinement,345,732,519,405,513,97
794,trepidation,119,218,172,113,134,79
795,matrimony,132,299,290,224,100,33
796,young,13163,48997,58217,50583,47296,14286
797,indelible,57,105,96,76,131,59
798,length,5035,11945,9040,7678,6337,1756
799,wonder,3033,12288,18990,18451,19910,6455
800,trusty,264,335,245,251,127,45
801,blush,966,3019,2286,1155,1276,396
802,prowess,145,301,336,227,271,83
803,persuade,1491,2746,2705,3316,3486,571
804,raspberry,75,259,240,187,314,200
805,operate,889,1704,2522,8304,7178,1543
806,advantageous,305,464,385,323,192,45
807,detriment,56,203,211,202,140,49
808,foot,8635,28675,38969,41180,35334,12559
809,tradesman,122,319,326,191,114,27
810,week,2660,13049,21644,60795,50532,13591
811,junk,33,111,310,768,1347,443
812,tempting,107,386,372,197,312,129
813,resource,1108,2936,3335,3899,5990,1862
814,sympathy,1829,7343,7500,3710,2386,450
815,possibility,575,2441,4780,7033,7673,1600
816,recoil,241,642,513,429,471,177
817,drown,523,1816,2195,2216,2179,755
818,comment,407,1531,4200,6717,7304,1962
819,unfriendly,114,266,362,415,289,64
820,progressive,147,606,1473,2132,1438,312
821,promoter,30,120,530,645,493,119
822,life,20742,70784,90587,69882,73984,25592
823,warfare,498,1063,1427,1710,1402,334
824,overpower,307,680,569,375,386,128
825,saucer,31,249,309,543,599,150
826,career,946,3473,4500,4795,7888,3727
827,butcher,192,667,906,1174,1001,353
828,unworthy,704,1514,1130,448,297,71
829,banish,536,1244,883,559,1147,171
830,porcelain,47,238,500,455,505,196
831,parable,50,193,285,199,233,62
832,prairie,453,2156,3033,1466,961,302
833,mindful,47,156,193,181,202,115
834,agency,587,2362,2360,7290,11023,2751
835,live,8733,30648,40421,43366,47252,15789
836,prerogative,354,693,473,377,339,35
837,rely,673,1955,1597,1735,2861,1036
838,shrub,291,976,654,496,533,201
839,impediment,216,374,218,138,205,78
840,consultation,260,773,864,894,777,142
841,seat,4024,12511,14265,15387,15364,5226
842,vindictive,167,334,343,209,169,46
843,collect,1697,3624,3664,5059,5618,1747
844,nunnery,39,101,62,45,40,31
845,rough,817,3959,4809,4734,3983,1204
846,stimulus,145,615,945,1188,1002,372
847,destroy,2476,6471,6506,7341,7293,1743
848,fast,1866,6928,8409,10376,12317,4376
849,primary,297,1073,1887,3999,5447,1247
850,originality,198,495,595,314,219,60
851,inconsistency,225,513,362,311,307,84
852,sand,873,3521,5145,5540,4817,1604
853,ripe,323,1108,1135,946,859,334
854,reprisal,36,109,150,372,315,40
855,mean,12890,37001,50916,57054,56703,16047
856,relapse,134,458,489,315,122,53
857,swallow,840,1915,2394,3044,3609,1301
858,irritate,136,364,662,716,681,194
859,spiral,64,172,341,774,1253,452
860,fork,289,934,1330,1644,1723,709
861,nimble,66,219,261,543,184,89
862,writer,3197,6882,7639,7924,9114,2581
863,complex,82,620,1462,3092,6754,1773
864,sleet,26,218,229,225,324,77
865,plot,696,1792,2653,2812,3290,984
866,loathing,73,235,172,184,214,48
867,legislator,271,759,698,951,1416,255
868,cranberry,34,106,149,195,200,176
869,insecure,39,120,93,193,243,105
870,evolve,45,430,927,1186,1829,698
871,intriguing,29,77,67,173,503,221
872,crow,207,991,2515,1626,1825,453
873,infusion,59,186,130,69,224,76
874,elect,895,2946,4794,6078,4930,909
875,blacksmith,151,573,745,463,296,87
876,weakness,1130,3165,3221,2605,2262,519
877,opposite,2104,6055,5738,5315,5047,1849
878,erection,162,415,383,295,306,76
879,hemlock,85,417,272,172,181,58
880,embellishment,144,200,135,89,93,29
881,authorize,752,1512,1436,2675,1729,249
882,inhuman,136,248,269,305,286,66
883,inhabitant,2172,3911,2843,1750,1115,263
884,nothingness,62,151,183,231,206,68
885,inferiority,130,291,294,444,233,36
886,relaxed,66,153,273,882,1359,352
887,better,3296,11890,16004,17540,15744,4823
888,button,320,1785,2304,3308,4517,1653
889,respectable,1036,2821,2004,1400,990,232
890,reviewer,368,160,273,292,269,95
891,subvert,122,208,80,83,299,57
892,housekeeper,97,1067,1011,653,457,188
893,agility,78,231,241,187,168,69
894,cheerful,817,3019,2856,1784,1287,336
895,tar,220,442,578,825,788,178
896,exaggerate,147,443,528,626,681,166
897,fever,760,2673,3133,2412,2226,557
898,gracious,548,1334,1639,997,584,139
899,rumble,47,307,625,1185,1196,480
900,prey,778,1664,1357,827,1058,427
901,scorpion,73,143,83,122,150,96
902,grasshopper,38,351,369,263,216,107
903,fatigue,762,1704,1371,1262,1455,470
904,expenditure,304,1145,1835,3060,1661,136
905,decree,720,1320,1395,1548,944,169
906,ridiculous,457,1376,1682,1935,1883,589
907,peasant,483,1347,2009,2989,2524,324
908,wedge,63,353,514,755,1097,563
909,retail,93,267,447,1800,1410,525
910,transformation,71,434,854,740,1457,524
911,duly,424,1139,995,597,364,69
912,appear,11691,24764,26742,27623,26443,6612
913,cemetery,94,477,720,1056,1452,629
914,deplorable,178,364,350,338,170,32
915,bout,80,999,1590,1498,1402,445
916,guarantee,164,816,1642,3314,4018,810
917,erase,71,140,157,371,828,330
918,reverent,29,294,369,181,107,32
919,chill,531,2108,2262,2041,2425,1147
920,interpretation,311,1144,1672,2300,2512,500
921,poor,8095,29024,26311,16646,15529,3556
922,extensive,1542,2204,1596,1706,2011,486
923,intolerance,76,205,221,309,157,70
924,method,1549,5432,12614,13875,7775,1486
925,grassy,102,443,551,312,474,121
926,exclusive,738,1391,1220,1374,1127,389
927,cock,325,1087,1065,1581,1598,534
928,headstrong,64,95,122,108,77,40
929,tinkle,39,221,456,445,263,62
930,intrusive,30,99,150,52,133,64
931,dislocate,31,70,69,90,86,34
932,babe,496,1082,986,1224,1055,366
933,righteousness,252,694,757,320,282,67
934,dedication,101,225,268,362,671,157
935,aquatic,34,155,121,108,248,111
936,sleek,38,257,277,595,685,335
937,old,16429,75639,99569,104272,92080,28415
938,government,11262,30574,31266,52976,43456,6998
939,compound,365,1026,1503,2015,2455,775
940,dial,49,156,376,1239,2099,974
941,man,50814,172052,244173,229080,172167,41922
942,progression,49,166,186,189,328,113
943,moisten,111,341,295,294,193,63
944,elastic,165,609,474,521,403,149
945,direct,4108,9415,10578,12368,11220,2535
946,void,434,779,731,821,805,300
947,hinder,285,884,893,507,373,95
948,crisp,44,394,686,911,1120,561
949,naval,371,1091,2869,5230,1922,361
950,retrace,206,492,451,263,231,82
951,fore,364,1301,1242,1152,663,117
952,confirmation,272,567,593,775,952,189
953,passionate,432,1746,1830,1165,1065,371
954,brandy,340,959,641,1105,1217,215
955,kidney,28,87,194,504,1113,355
956,golden,1098,5207,5859,5171,4812,1837
957,accustom,872,2242,1984,1213,783,205
958,prize,1028,2661,3220,3529,3080,1162
959,persuasion,433,687,531,469,554,101
960,flog,105,283,123,187,128,55
961,fountain,1063,2303,1769,1367,1345,467
962,background,43,762,1972,4012,4491,1435
963,conjure,291,400,375,343,566,264
964,vinegar,237,322,268,276,615,384
965,plunder,349,1147,812,405,253,77
966,coolness,244,761,538,373,297,60
967,blast,1005,1910,1478,2812,2780,930
968,gripe,102,163,43,145,181,117
969,leafy,85,384,402,395,258,146
970,bait,123,387,721,916,1012,373
971,untamed,37,97,95,47,53,33
972,cure,731,2138,3173,3325,2938,844
973,prophetic,210,573,489,280,317,87
974,abundant,605,1968,1779,966,674,210
975,reduction,211,744,1462,4711,3122,563
976,mental,1195,4271,5341,5067,4255,1551
977,measurement,44,301,488,1001,1295,353
978,wholesale,92,393,754,1454,784,145
979,intellectual,1833,4771,4736,3941,4505,755
980,gentle,2171,6290,5199,3446,3350,980
981,orchard,197,1066,1371,1022,660,290
982,admirer,314,961,920,775,634,133
983,particular,4714,9119,9062,9053,9946,2604
984,tighten,46,205,648,1528,1865,670
985,cooperation,67,255,852,3203,2171,460
986,courtesy,603,1693,1903,1302,1015,479
987,exhaust,700,1853,1647,1699,1907,553
988,nonchalance,28,95,101,113,93,31
989,demeanor,179,640,390,178,287,202
990,division,1222,3782,4688,8056,6587,1732
991,prodigal,132,311,358,193,117,34
992,prolong,324,970,999,897,796,141
993,scarf,89,324,543,860,1196,401
994,grand,1615,7154,6890,7879,7008,2140
995,critique,36,61,65,86,534,195
996,colonial,502,745,1764,1897,1601,501
997,quest,201,632,926,815,1167,476
998,imperial,357,1369,2390,1783,1436,301
999,canoe,681,2053,2094,2078,1107,314
1000,boarding,206,886,973,610,457,157
1001,brain,1525,5142,6673,6453,7186,3312
1002,laugh,2986,14058,26216,25207,22825,6420
1003,care,5755,20121,25444,20806,24511,8436
1004,implication,119,209,444,1760,2197,569
1005,chest,429,1541,2263,4170,7508,3328
1006,ripen,347,1201,675,414,287,73
1007,shaft,312,1019,1629,1649,1245,511
1008,tea,813,4372,5970,5611,5291,1807
1009,broach,70,214,250,201,206,63
1010,clock,349,1569,2612,3505,3715,1351
1011,torment,507,1078,1046,840,957,205
1012,amiss,123,308,325,189,173,71
1013,ungodly,33,90,80,65,63,37
1014,extortion,47,156,177,203,204,45
1015,coloring,174,376,327,293,211,74
1016,mound,334,1019,975,975,1218,455
1017,reciprocate,88,162,136,132,137,43
1018,fullness,61,326,349,304,204,65
1019,respite,112,236,283,272,249,68
1020,freak,88,286,377,358,934,562
1021,success,3139,9711,10664,9168,8916,2756
1022,guinea,252,543,494,853,765,175
1023,commonplace,80,682,1357,795,569,119
1024,insignia,43,113,165,276,212,55
1025,precursor,42,107,95,75,224,99
1026,weary,1499,4890,4523,2531,1639,424
1027,courtier,145,459,459,243,224,49
1028,physiological,60,241,482,527,523,102
1029,eloquent,642,1566,1143,705,470,92
1030,broth,40,233,218,252,528,376
1031,exterior,279,709,838,671,764,255
1032,trap,372,1411,2517,3651,4185,1382
1033,detailed,147,428,803,1535,1875,455
1034,provoke,480,1278,1021,1012,1486,333
1035,muscular,171,664,891,771,913,310
1036,insight,119,717,1128,812,1659,599
1037,hotel,447,3746,8257,13074,11617,3269
1038,pedestal,135,300,368,312,303,99
1039,crayon,35,83,159,137,285,105
1040,march,2564,7698,9858,12069,10629,3172
1041,ox,158,648,558,600,456,107
1042,unemployed,56,145,297,1342,923,130
1043,mope,39,149,134,111,183,45
1044,sidewalk,29,461,1297,2260,2615,902
1045,compact,791,1719,984,1002,1135,373
1046,velocity,147,473,489,827,1103,150
1047,unaware,96,303,672,976,999,314
1048,heighten,273,554,472,458,664,209
1049,pox,250,284,201,94,102,88
1050,curved,33,131,227,322,427,152
1051,execution,1490,2725,1788,1243,1101,459
1052,clergy,344,1287,933,643,669,205
1053,outrageous,79,256,442,457,672,223
1054,distorted,35,129,140,196,202,45
1055,opium,103,280,390,399,373,104
1056,defend,1294,3267,3396,4400,4521,1043
1057,worry,78,821,3567,8580,10950,3614
1058,insufferable,48,108,100,119,87,32
1059,villa,155,737,879,725,886,242
1060,identify,226,1002,1565,3386,6431,2210
1061,filthy,134,374,371,731,1113,275
1062,feasible,39,173,322,508,611,87
1063,remark,4941,11081,12576,8481,5721,930
1064,antidote,93,175,178,156,242,82
1065,closet,343,1394,1326,2032,2566,1016
1066,impoverished,31,132,134,192,384,128
1067,consolidation,54,262,452,633,332,126
1068,police,329,2040,7225,16690,19995,4804
1069,repudiate,38,445,600,783,358,30
1070,offensive,366,1080,1188,1824,1956,565
1071,machine,625,2476,6884,13668,12231,3270
1072,food,1476,6942,10642,17954,22310,7698
1073,considerable,2576,5360,6040,6206,3981,583
1074,representation,1002,1890,1956,1284,1673,340
1075,disturbing,41,190,382,650,812,269
1076,soldier,4013,9275,11455,13020,8902,3178
1077,sunlight,109,1241,1809,2247,2655,926
1078,degenerate,205,490,563,488,350,80
1079,untouched,133,352,494,532,562,158
1080,slice,253,755,727,1222,2803,1687
1081,ladder,258,978,1570,1946,1735,539
1082,sultan,160,344,747,558,266,117
1083,preach,651,3503,2495,1660,1525,343
1084,creation,1009,3194,2719,2624,3136,902
1085,projector,84,152,82,250,344,97
1086,administration,1285,3753,6119,12956,15101,2286
1087,slave,3768,11764,5014,4178,3842,1508
1088,handkerchief,462,2005,2576,2657,1390,311
1089,reservation,114,362,1193,1389,1897,535
1090,great,32855,104605,119226,93271,61817,16122
1091,audible,254,563,583,594,539,155
1092,roar,791,2801,3526,4972,3378,975
1093,quake,125,138,150,166,507,177
1094,humiliating,120,344,389,299,304,102
1095,bribery,55,174,436,331,340,73
1096,leak,40,287,483,951,1881,542
1097,conscientious,193,805,792,618,470,66
1098,doom,1060,2583,1650,1448,1505,656
1099,fanciful,155,504,378,234,234,103
1100,epitaph,77,210,165,163,112,29
1101,hell,803,1890,3337,10678,12786,3807
1102,bracelet,59,381,343,509,622,327
1103,doze,53,290,464,651,698,184
1104,haunt,746,2497,2326,1440,1672,621
1105,tube,84,843,1359,3352,3484,1134
1106,diseased,111,302,222,181,160,36
1107,rarity,53,151,176,156,251,66
1108,dusk,69,538,1197,1699,1386,417
1109,memorandum,103,388,585,834,802,64
1110,disgust,418,1679,1851,1716,1623,417
1111,concise,86,184,125,110,140,28
1112,plank,254,882,1185,1385,823,281
1113,speechless,136,440,539,394,327,102
1114,faint,1480,4801,5593,5027,3557,1076
1115,accompany,2334,5618,5330,4707,4204,1087
1116,ordnance,81,201,333,301,136,40
1117,invade,387,950,1093,1504,1524,412
1118,annoying,60,257,342,374,336,242
1119,brine,46,144,144,94,158,42
1120,consumption,397,1127,1081,2368,2127,427
1121,groan,823,2438,2451,2003,1749,589
1122,profanity,39,169,213,188,143,52
1123,classic,412,1044,1597,1585,3104,1294
1124,capable,1312,3658,3836,3769,3440,906
1125,provincial,311,678,979,893,845,186
1126,pew,105,575,497,392,499,213
1127,reservoir,75,269,505,737,784,222
1128,delicate,1207,4605,4263,2872,2576,752
1129,consciousness,961,3478,4410,2831,2711,613
1130,rendezvous,151,377,358,476,579,106
1131,enamel,33,221,350,478,418,146
1132,quick,1874,6184,9728,9726,8472,2923
1133,turnpike,84,261,183,176,236,47
1134,parliamentary,166,838,812,1001,960,89
1135,thirsty,166,480,580,508,461,164
1136,actually,1383,3878,5514,10371,13826,5514
1137,transport,647,1442,1643,3656,3469,625
1138,wide,2039,8516,12064,14688,12945,4435
1139,inaccessible,126,310,320,241,246,56
1140,oaken,50,343,143,92,69,31
1141,pocketbook,29,127,424,430,338,55
1142,snap,256,1147,2375,4976,5373,2129
1143,butterfly,117,724,1261,722,998,469
1144,aromatic,38,205,144,125,231,48
1145,jurist,114,225,240,251,156,26
1146,sound,5807,16052,21245,29595,33255,10654
1147,course,9075,28842,41379,44144,40170,10735
1148,jacket,259,1133,1042,2553,5265,2092
1149,anticipation,453,992,930,922,968,343
1150,merit,2573,4115,3220,2202,1696,383
1151,bridal,249,891,491,233,187,86
1152,big,862,5413,22859,45819,48142,18051
1153,election,1185,4510,7164,10158,10717,1881
1154,ashore,198,1205,1592,1565,763,185
1155,pucker,37,90,185,297,205,98
1156,dungeon,488,756,369,218,289,54
1157,barely,235,820,1537,2284,5013,2361
1158,penitentiary,126,312,433,555,233,54
1159,unnecessary,653,1410,1608,1638,1277,289
1160,repeat,2591,8253,9252,8639,7510,2223
1161,peak,222,1262,1771,2946,3053,1125
1162,stereotype,27,124,53,118,570,313
1163,pickle,176,297,666,462,665,173
1164,wean,72,149,131,230,255,65
1165,fuel,165,811,1117,2982,4944,1715
1166,squad,70,316,667,1802,1809,585
1167,inequality,196,561,477,361,335,130
1168,artful,173,342,207,106,146,54
1169,indispensable,534,1407,1021,907,593,118
1170,marvel,245,886,1398,1095,1175,436
1171,structure,649,2466,3643,5843,9107,1975
1172,monumental,43,147,262,339,493,133
1173,hunger,373,1436,1939,1867,1872,550
1174,sublime,943,1808,818,285,299,97
1175,harness,145,637,1100,1216,912,334
1176,defect,888,1825,1642,1270,1295,224
1177,satin,78,891,886,954,744,225
1178,revoke,66,163,174,298,239,45
1179,nag,81,204,254,475,503,112
